038505189,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"Analog1"|""|0.0|5.0|25,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|25,"AccelY"|"G"|-3.0|3.0|25,"AccelZ"|"G"|-3.0|3.0|25,"Yaw"|"Deg/Sec"|-120|120|25,"Pitch"|"Deg/Sec"|-120|120|25,"Roll"|"Deg/Sec"|-120|120|25,"RPM"|""|0|10000|100,"EngineRPM"|""|0|10000|100,"AxleRpm"|""|0|10000|100,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Distance"|"mi"|0.0|0.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
2612354,1501038714892,,,,,,,,,0,1350,0,,,,,,,,,,,,,,,
2612364,1501038714902,3.09,,0.05,0.01,1.16,-0,4,3,0,1545,0,,,,,,,,,,,,,,,
2612374,1501038714912,,,,,,,,,0,1635,0,,,,,,,,,,,,,,,
2612384,1501038714922,,,,,,,,,0,1590,0,,,,,,,,,,,,,,,
2612394,1501038714932,,,,,,,,,0,1545,0,,,,,,,,,,,,,,,
2612404,1501038714942,3.12,,0.04,0.02,1.12,0,3,2,0,1530,0,,,,,,,,,,,,,,,
2612414,1501038714952,,,,,,,,,0,1485,0,,,,,,,,,,,,,,,
2612424,1501038714962,,,,,,,,,0,1440,0,,,,,,,,,,,,,,,
2612434,1501038714972,,,,,,,,,0,1335,0,,,,,,,,,,,,,,,
2612444,1501038714982,3.11,,0.04,0.02,1.2,0,4,2,0,1560,0,36.113655,-115.145653,0.0,5.526,2028.1,9,3,1.8,0,0.0,-1,0.0,0.0,0.0,0
2612454,1501038714992,,,,,,,,,0,1590,0,,,,,,,,,,,,,,,
2612464,1501038714994,,,,,,,,,0,1545,0,,,,,,,,,,,,,,,
